,,version,ihl,tos,len,id,flags,frag,ttl,proto,chksum,src,dst,options,time,sport,dport,seq,ack,dataofs,reserved,window,urgptr,payload,payload_raw,payload_hex
69,149776,4,5,0,557,58893,PA,0,64,6,53579,172.17.0.2,36.51.254.229,0,1649264345.030730,52376,443,78511648,3595484699,5,0,502,0,517,"b""\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\xa0\x80=\x94*\xfc\xef|\x18\xc4Zm\xfb\xac7\x89.1\xfbf\x98\xf9%_q<\xc8\xaa\xf4e\x00\xe3 +\x86\x92\xe2\xd0\xed\x99\xb5\xbc\xfb\xca\x99\x84\xfe\xc8\x95'L\xde\xd4Y}W\xea \xd8x+e\xd6\xc6\x1d\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\r\x00\x0b\x00\x00\x08weibo.cn\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 \xa5\x8d\xa6w\x1a\xbf\xae\xe4\x9e\x12\xb2\xb5\xd8\x1b\x05\x00\xf74\x86j\x92C\x11\xaa\xd2{\xbfd\xba\x92\xa3`\x00\x15\x00\xae\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""",b'1603010200010001fc0303a0803d942afcef7c18c45a6dfbac37892e31fb6698f9255f713cc8aaf46500e3202b8692e2d0ed99b5bcfbca9984fec895274cded4597d57ea20d8782b65d6c61d0056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000000d000b000008776569626f2e636e000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d0020a58da6771abfaee49e12b2b5d81b0500f734866a924311aad27bbf64ba92a360001500ae000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
70,149779,4,5,0,40,58894,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264345.325372,52376,443,78512165,3595488674,5,0,489,0,0,b'',b''
71,149780,4,5,0,133,58895,PA,0,64,6,53155,172.17.0.2,36.51.254.229,0,1649264345.325963,52376,443,78512165,3595488674,5,0,501,0,93,b'\x16\x03\x03\x00%\x10\x00\x00! \xd3\x92\xf6$\xeb^\xca\xcd\xe9\x0f0\x9d\xa7\xe10\x0ec\x11w\x19\x18\xeek\xc5\xb7\xc9\xe5\xbd\xe2=\x00k\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(\xf4b\x08\xb8\xc0 \xb6\x872/\t\xa1\x07i\xb5\xa6}\x8di\x92\xbbT/\xd8ZX\xb8\xaa\x17\x8b\xae\xb0\xeaZH0V\xae7W',b'16030300251000002120d392f624eb5ecacde90f309da7e1300e6311771918ee6bc5b7c9e5bde23d006b1403030001011603030028f46208b8c020b687322f09a10769b5a67d8d6992bb542fd85a58b8aa178baeb0ea5a483056ae3757'
72,149782,4,5,0,40,58896,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264345.619118,52376,443,78512258,3595488725,5,0,501,0,0,b'',b''
73,149783,4,5,0,208,58897,PA,0,64,6,53230,172.17.0.2,36.51.254.229,0,1649264345.619523,52376,443,78512258,3595488725,5,0,501,0,168,b'\x17\x03\x03\x00\xa3\xf4b\x08\xb8\xc0 \xb6\x88-F\xf1\xfd\xdaq\xf1\xb3p\xf3\x16\x88Y\xc7\x14RS\x84j\xc9v\xf7\x81\xdb\xd6\x87\xec\x97\xcb\x02b\x15q\xdd\x98\xec\xa99O\x95\x83\x1b\x19\xe2\x0c\xe2\\\xa08\xdf\x98\ne\x11\xa8\xe3\x1fqf\x01\xdb\xa7\xf9\x81:\xc9\xbe\xb8j\xcb\xcb>Id\x87\xbf\x9cK\xe6\xe5(Yo\x89\xa2\xac\xceY\x08\xa6\r\x96\xba\x19\x8a*\xfa\xc9\xcc\x7f3\xc1\xbb\x14;\x98A\xd0/\x7fK\xd7\x03\xb0\x06\xae\xba\x82P\xf5w\xffo\xb9\xdep\x1b7\xc1|ZM\xff\x16\xe2\x96/#\x8f\xf6\xed\x0c\x9e\xc8\xac\x96i\xb1\xa7\xde\xdf\xb3\x7f\x03\x00',b'17030300a3f46208b8c020b6882d46f1fdda71f1b370f3168859c7145253846ac976f781dbd687ec97cb02621571dd98eca9394f95831b19e20ce25ca038df980a6511a8e31f716601dba7f9813ac9beb86acbcb3e496487bf9c4be6e528596f89a2acce5908a60d96ba198a2afac9cc7f33c1bb143b9841d02f7f4bd703b006aeba8250f577ff6fb9de701b37c17c5a4dff16e2962f238ff6ed0c9ec8ac9669b1a7dedfb37f0300'
74,149786,4,5,0,40,58898,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264346.017372,52376,443,78512426,3595489102,5,0,501,0,0,b'',b''
75,149787,4,5,0,212,58899,PA,0,64,6,53234,172.17.0.2,36.51.254.229,0,1649264346.018744,52376,443,78512426,3595489102,5,0,501,0,172,"b'\x17\x03\x03\x00\xa7\xf4b\x08\xb8\xc0 \xb6\x89\x14&\xc2<_e7%X\x01o\xc87\xc5X\xe9X\x0be\x7f\x90d\xe5\x84X\xc0\xdb}\xa5\xde\xdb\x17Y^\xacA\x0c\x7f#\xd2/@\x90Q5\x14\xfd\x11\xfc""\xf0\xb8\xcb\xc5""\x7f0H\xa5_ji\x9chD\xde\xe1\xa1\x12\x19\x9c\xf8\xce\x12\t\x07sIxh%3\xa8\xefU\x91\xa7\xcf4\xe6\xb1\x88\xf3\x89\xe8\x9e\xc1\xd9\x96\xb8\xf8!\xae=\xbf\xe9\xe1\x9d\x19-\xa3v\xbeer\xaa\xa9\xa0:]raz>UH\xc1WV!\x82e6<I\x1cv\xc8\xaf\x8e\xdc\xa5\xaf \xee\xb4\x8aO\xa7\xf9\xb4p\x86fA]A\x0e\xd1'",b'17030300a7f46208b8c020b6891426c23c5f65372558016fc837c558e9580b657f9064e58458c0db7da5dedb17595eac410c7f23d22f4090513514fd11fc22f0b8cbc5227f3048a55f6a699c6844dee1a112199cf8ce120907734978682533a8ef5591a7cf34e6b188f389e89ec1d996b8f821ae3dbfe9e19d192da376be6572aaa9a03a5d72617a3e5548c15756218265363c491c76c8af8edca5af20eeb48a4fa7f9b4708666415d410ed1'
76,149793,4,5,0,40,58900,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264346.439535,52376,443,78512598,3595489851,5,0,501,0,0,b'',b''
77,149816,4,5,0,40,58901,FA,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264349.274823,52376,443,78512598,3595489851,5,0,501,0,0,b'',b''
78,149824,4,5,0,60,64223,S,0,64,6,53082,172.17.0.2,36.51.254.229,5,1649264349.278920,52380,443,224227195,0,10,0,64240,0,0,b'',b''
79,149829,4,5,0,40,58902,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264349.567640,52376,443,78512599,3595489852,5,0,501,0,0,b'',b''
80,149833,4,5,0,40,64224,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264349.579165,52380,443,224227196,892176698,5,0,502,0,0,b'',b''
81,149836,4,5,0,557,64225,PA,0,64,6,53579,172.17.0.2,36.51.254.229,0,1649264349.585555,52380,443,224227196,892176698,5,0,502,0,517,"b'\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03-f\xe2Z\x00J\xf7\x02\xee\x01\xfb\xfco\x15\xeb\x0e\xccqS\'\xde\xb2+\xa6\xb5\r\xd1+\xfb56\\ \x18l\xb5(\x93\x11\xb2\x94\xfax\x87Xb\x96\xdbS\xf4\xa7\n\x95&\xc6\xb8\x1d,\xca\xa0\r\x10\xc6.\xc1\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0\'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\r\x00\x0b\x00\x00\x08weibo.cn\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 2g\x14&\xd7K""\x7fT\xf8\x1a\x17;U\xc9\xa4\x1b\x11)ByI\xb0E\xacI\xe8\x0b\xacup\x7f\x00\x15\x00\xae\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00'",b'1603010200010001fc03032d66e25a004af702ee01fbfc6f15eb0ecc715327deb22ba6b50dd12bfb35365c20186cb5289311b294fa7887586296db53f4a70a9526c6b81d2ccaa00d10c62ec10056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000000d000b000008776569626f2e636e000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d002032671426d74b227f54f81a173b55c9a41b1129427949b045ac49e80bac75707f001500ae000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
82,149840,4,5,0,40,64226,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264349.890004,52380,443,224227713,892178158,5,0,501,0,0,b'',b''
83,149842,4,5,0,52,64227,A,0,64,6,53074,172.17.0.2,36.51.254.229,3,1649264349.890007,52380,443,224227713,892178158,8,0,501,0,0,b'',b''
84,149844,4,5,0,40,64228,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264349.890010,52380,443,224227713,892180673,5,0,489,0,0,b'',b''
85,149845,4,5,0,133,64229,PA,0,64,6,53155,172.17.0.2,36.51.254.229,0,1649264349.890584,52380,443,224227713,892180673,5,0,501,0,93,"b""\x16\x03\x03\x00%\x10\x00\x00! ^\xd6C\x00\x91A\xc3\xbb\xa5\x9c\xb4\xc2Ai\xdb\x95\x8d\x9c\xa8s\xe25\xa7<\\\xbdLs\xc0\x9fRY\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(Y\xec(\x11\xb2\xf2\xb3\x13\x1e4\xb1k\x07\xa8_<\xa5\x9d\xe2\xf2\xe9,p\x91\xae\x86P\x8c\x15'\xaf\xb4\xc5\xb5-f\xbc\x94\n;""",b'160303002510000021205ed643009141c3bba59cb4c24169db958d9ca873e235a73c5cbd4c73c09f5259140303000101160303002859ec2811b2f2b3131e34b16b07a85f3ca59de2f2e92c7091ae86508c1527afb4c5b52d66bc940a3b'
86,149847,4,5,0,40,64230,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264350.188323,52380,443,224227806,892180724,5,0,501,0,0,b'',b''
87,149848,4,5,0,208,64231,PA,0,64,6,53230,172.17.0.2,36.51.254.229,0,1649264350.188729,52380,443,224227806,892180724,5,0,501,0,168,"b'\x17\x03\x03\x00\xa3Y\xec(\x11\xb2\xf2\xb3\x14\xe9Q\x17\xbd-\x9e<\xf1\xce\xa3\x02#\xf3\xbfDE\xf6\xe4\xf8\xc0\xfd\x9dR\x82&\xa0\xcc)ZS\x84\x9e\xa4\x98\x8c\xfe\xc5\x03\x91\xbf\xe7\xbf\xc7\xa8F\n\xc6\xc3g\x98""\xd0\xc3\x16\xc9$\n\x1c\xc7.\x17\x0b\x08z\x90\x9am\xdb\xeeP\x97\xedY\xc6\xbeL\xc0\r\xbc\x19\x8b\x89\xea\x7f37R\xb7B\x9c\xe6\xe3\xdb>\x8er\xa9\x9f\xc7K\xbf\xf3\'3@\xa8\xf8\xbb\x00\x86\x02\xfe\x88\xad\xeb\xf9\r\xae\xd9gEs \xe3\n\x7f\x8e\x92\x10L\x15X\x135Z\x98\xc5~Xd*\x9f\xc7$\xaa\x84P\xb0\x91\x9a&9kY\xce'",b'17030300a359ec2811b2f2b314e95117bd2d9e3cf1cea30223f3bf4445f6e4f8c0fd9d528226a0cc295a53849ea4988cfec50391bfe7bfc7a8460ac6c3679822d0c316c9240a1cc72e170b087a909a6ddbee5097ed59c6be4cc00dbc198b89ea7f333752b7429ce6e3db3e8e72a99fc74bbff3273340a8f8bb008602fe88adebf90daed967457320e30a7f8e92104c155813355a98c57e58642a9fc724aa8450b0919a26396b59ce'
88,149851,4,5,0,40,64232,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264350.577228,52380,443,224227974,892181101,5,0,501,0,0,b'',b''
89,149852,4,5,0,212,64233,PA,0,64,6,53234,172.17.0.2,36.51.254.229,0,1649264350.578416,52380,443,224227974,892181101,5,0,501,0,172,"b'\x17\x03\x03\x00\xa7Y\xec(\x11\xb2\xf2\xb3\x15\xaf1\xf6S|\x16w\x98\xcd\x8d\'\xdc\xf3\x9e\x87E\xe4\x02c\xc3\xb3$b1c?\n\x86\x8c\xe5b\xdf\xfc7IL\xe0)\x90\x86)\x1a]Ox\x0e\xda\xb9\xa3\n\x0c?\x8f\xc8\xee=\x13\xc03=b\xb4""82\xd3m\xe8\xa6\x8eO\x1d\xfd\x0cL\xc9K\xf3|\x80~|\xb1Q\xb6~F\xc8?\x9f\x19\xdb\x12\x155\xcc\xac\x95\t\x1a\xf0:$\\\xc2\x95V8\x17\xa0\xc0HC\xe8`\xd5\xedC\xdf\'\xcff\\\xea\xaa\xe1z\xa3z\t\x15\x82[y\x06\x0c\xf0D\tLW\x19G\xf2o0\xf25\xe9Oy\x06<\xa41\x88\xe4K\x04'",b'17030300a759ec2811b2f2b315af31f6537c167798cd8d27dcf39e8745e40263c3b3246231633f0a868ce562dffc37494ce0299086291a5d4f780edab9a30a0c3f8fc8ee3d13c0333d62b4223832d36de8a68e4f1dfd0c4cc94bf37c807e7cb151b67e46c83f9f19db121535ccac95091af03a245cc295563817a0c04843e860d5ed43df27cf665ceaaae17aa37a0915825b79060cf044094c571947f26f30f235e94f79063ca43188e44b04'
90,149864,4,5,0,40,64234,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264351.003439,52380,443,224228146,892181850,5,0,501,0,0,b'',b''
91,149881,4,5,0,40,64235,FA,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264352.172627,52380,443,224228146,892181850,5,0,501,0,0,b'',b''
92,149899,4,5,0,40,64236,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649264352.472276,52380,443,224228147,892181851,5,0,501,0,0,b'',b''
93,397193,4,5,0,60,41460,S,0,64,6,53082,172.17.0.2,36.51.254.229,5,1649270019.311594,49838,80,2364078593,0,10,0,64240,0,0,b'',b''
94,397195,4,5,0,40,41461,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649270019.587043,49838,80,2364078594,1204059498,5,0,502,0,0,b'',b''
95,397196,4,5,0,180,41462,PA,0,64,6,53202,172.17.0.2,36.51.254.229,0,1649270019.587081,49838,80,2364078594,1204059498,5,0,502,0,140,"b'GET / HTTP/1.1\r\nHost: weibo.com\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a20776569626f2e636f6d0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
96,397199,4,5,0,40,41463,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649270019.862715,49838,80,2364078734,1204059964,5,0,501,0,0,b'',b''
97,397208,4,5,0,40,41464,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649270019.903533,49838,80,2364078734,1204059965,5,0,501,0,0,b'',b''
98,397222,4,5,0,40,41465,FA,0,64,6,53062,172.17.0.2,36.51.254.229,,1649270021.117305,49838,80,2364078734,1204059965,5,0,501,0,0,b'',b''
99,397229,4,5,0,60,836,S,0,64,6,53082,172.17.0.2,36.51.254.229,5,1649270021.119429,49842,80,3308776482,0,10,0,64240,0,0,b'',b''
100,397232,4,5,0,40,837,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649270021.414020,49842,80,3308776483,1046190957,5,0,502,0,0,b'',b''
101,397233,4,5,0,182,838,PA,0,64,6,53204,172.17.0.2,36.51.254.229,0,1649270021.414059,49842,80,3308776483,1046190957,5,0,502,0,142,"b'GET /us HTTP/1.1\r\nHost: weibo.com\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f757320485454502f312e310d0a486f73743a20776569626f2e636f6d0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
102,397236,4,5,0,40,839,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649270021.708937,49842,80,3308776625,1046191425,5,0,501,0,0,b'',b''
103,397239,4,5,0,40,840,A,0,64,6,53062,172.17.0.2,36.51.254.229,,1649270021.751543,49842,80,3308776625,1046191426,5,0,501,0,0,b'',b''
104,397260,4,5,0,40,841,FA,0,64,6,53062,172.17.0.2,36.51.254.229,,1649270022.971630,49842,80,3308776625,1046191426,5,0,501,0,0,b'',b''
105,17331,4,5,0,40,0,R,0,51,6,12363,195.85.23.88,172.17.0.2,,1649261856.848804,443,59274,799006703,0,5,0,0,0,0,b'',b''
105,16868,4,5,0,60,58702,S,0,64,6,34543,172.17.0.2,195.85.23.88,5,1649261854.583811,38824,80,991776186,0,10,0,64240,0,0,b'',b''
106,16874,4,5,0,40,58703,A,0,64,6,34523,172.17.0.2,195.85.23.88,,1649261854.607948,38824,80,991776187,204761189,5,0,502,0,0,b'',b''
107,16875,4,5,0,184,58704,PA,0,64,6,34667,172.17.0.2,195.85.23.88,0,1649261854.608016,38824,80,991776187,204761189,5,0,502,0,144,"b'GET / HTTP/1.1\r\nHost: bongacams.com\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a20626f6e676163616d732e636f6d0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
108,16878,4,5,0,40,58705,A,0,64,6,34523,172.17.0.2,195.85.23.88,,1649261854.623392,38824,80,991776331,204762649,5,0,501,0,0,b'',b''
109,16880,4,5,0,40,58706,A,0,64,6,34523,172.17.0.2,195.85.23.88,,1649261854.623396,38824,80,991776331,204764109,5,0,496,0,0,b'',b''
110,16882,4,5,0,40,58707,A,0,64,6,34523,172.17.0.2,195.85.23.88,,1649261854.623397,38824,80,991776331,204765569,5,0,489,0,0,b'',b''
111,16884,4,5,0,40,58708,FA,0,64,6,34523,172.17.0.2,195.85.23.88,,1649261854.623821,38824,80,991776331,204766592,5,0,501,0,0,b'',b''
112,16892,4,5,0,60,53209,S,0,64,6,34543,172.17.0.2,195.85.23.88,5,1649261854.626955,59274,443,933192428,0,10,0,64240,0,0,b'',b''
113,16894,4,5,0,40,53210,A,0,64,6,34523,172.17.0.2,195.85.23.88,,1649261854.681904,59274,443,933192429,799001222,5,0,502,0,0,b'',b''
114,16895,4,5,0,557,53211,PA,0,64,6,35040,172.17.0.2,195.85.23.88,0,1649261854.688121,59274,443,933192429,799001222,5,0,502,0,517,"b""\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\xff\xe5\xd2\xadD:\x1d2%w\xa2\xf1\xa7\xe0\x92\xd0u==\xe7\xcac\xe8\xe2Y&\x93F\x04\xf9%\xcf \xd3\xdf\x0b\x82YP\xb5\x05\xba\x99\xe0\xa4l\xabN\x91=l\xa9\xa0QiC\x8c\xb8\xcb?\x13\x05\xd8\x86\xbc\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x12\x00\x10\x00\x00\rbongacams.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 `\xcdC\xfa\xef.\xde\xbaF\x8a\x99\xf8!b\x81\x16\xdfX@\xf9)e\xb8\x87Is\xf9sM\x07\x19\x00\x00\x15\x00\xa9\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""",b'1603010200010001fc0303ffe5d2ad443a1d322577a2f1a7e092d0753d3de7ca63e8e25926934604f925cf20d3df0b825950b505ba99e0a46cab4e913d6ca9a05169438cb8cb3f1305d886bc0056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d00000012001000000d626f6e676163616d732e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d002060cd43faef2edeba468a99f821628116df5840f92965b8874973f9734d071900001500a900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
115,16898,4,5,0,40,53212,A,0,64,6,34523,172.17.0.2,195.85.23.88,,1649261854.757831,59274,443,933192946,799002682,5,0,501,0,0,b'',b''
